PreciseTimeStamp,e2EDurationInMilliseconds
00:00.0,140
00:00.0,109
00:00.0,93
00:00.0,61078
00:00.0,109
00:00.0,93
00:00.0,109
00:00.0,109
00:00.0,203
00:00.0,156
00:00.0,109
00:00.0,93
00:00.0,109
00:00.0,140
00:00.0,109
00:00.0,109
00:00.0,406
00:00.0,718
00:00.0,1796
00:00.0,1984
00:00.0,2671
00:00.0,2562
00:00.0,2750
00:00.0,2859
00:00.0,2921
00:00.0,109
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,140
00:00.0,125
00:00.0,5593
00:00.0,3421
00:00.0,5453
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,3609
00:00.0,3656
00:00.0,3703
00:00.0,3984
00:00.0,4578
00:00.0,109
00:00.0,4781
00:00.0,5250
00:00.0,5281
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,7828
00:00.0,8500
00:00.0,8890
00:00.0,140
00:00.0,124
00:00.0,140
00:00.0,140
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,109
00:00.0,109
00:00.0,125
00:00.0,0
00:00.0,109
00:00.0,93
00:00.0,93
00:00.0,93
00:00.0,109
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,187
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,124
00:00.0,93
00:00.0,109
00:00.0,140
00:00.0,140
00:00.0,125
00:00.0,140
00:00.0,156
00:00.0,124
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,203
00:00.0,156
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,156
00:00.0,140
00:00.0,109
00:00.0,140
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,140
00:00.0,140
00:00.0,124
00:00.0,5609
00:00.0,140
00:00.0,156
00:00.0,140
00:00.0,156
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,156
00:00.0,140
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,140
00:00.0,234
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,156
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,156
00:00.0,125
00:00.0,140
00:00.0,140
00:00.0,125
00:00.0,124
00:00.0,109
00:00.0,8109
00:00.0,140
00:00.0,140
00:00.0,124
00:00.0,124
00:00.0,140
00:00.0,140
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,125
00:00.0,140
00:00.0,109
00:00.0,109
00:00.0,93
00:00.0,93
00:00.0,93
00:00.0,218
00:00.0,249
00:00.0,125
00:00.0,171
00:00.0,93
00:00.0,109
00:00.0,109
00:00.0,93
00:00.0,93
00:00.0,125
00:00.0,109
00:00.0,171
00:00.0,109
00:00.0,93
00:00.0,93
00:00.0,93
00:00.0,140
00:00.0,93
00:00.0,78
00:00.0,78
00:00.0,78
00:00.0,93
00:00.0,15
00:00.0,218
00:00.0,140
00:00.0,156
00:00.0,140
00:00.0,125
00:00.0,93
00:00.0,250
00:00.0,109
00:00.0,109
00:00.0,156
00:00.0,93
00:00.0,109
00:00.0,109
00:00.0,93
00:00.0,125
00:00.0,93
00:00.0,78
00:00.0,78
00:00.0,109
00:00.0,109
00:00.0,187
00:00.0,93
00:00.0,15
00:00.0,109
00:00.0,0
00:00.0,171
00:00.0,93
00:00.0,93
00:00.0,109
00:00.0,93
00:00.0,156
00:00.0,109
00:00.0,218
00:00.0,156
00:00.0,93
00:00.0,93
00:00.0,93
00:00.0,218
00:00.0,171
00:00.0,125
00:00.0,109
00:00.0,171
00:00.0,93
00:00.0,109
00:00.0,0
00:00.0,125
00:00.0,124
00:00.0,187
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,93
00:00.0,109
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,93
00:00.0,140
00:00.0,109
00:00.0,187
00:00.0,125
00:00.0,93
00:00.0,93
00:00.0,140
00:00.0,109
00:00.0,93
00:00.0,0
00:00.0,156
00:00.0,93
00:00.0,93
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,140
00:00.0,125
00:00.0,140
00:00.0,124
00:00.0,125
00:00.0,93
00:00.0,78
00:00.0,124
00:00.0,171
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,93
00:00.0,109
00:00.0,171
00:00.0,124
00:00.0,140
00:00.0,109
00:00.0,109
00:00.0,93
00:00.0,109
00:00.0,93
00:00.0,2984
00:00.0,7796
00:00.0,7687
00:00.0,109
00:00.0,15
00:00.0,124
00:00.0,7421
00:00.0,7343
00:00.0,7218
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,156
00:00.0,218
00:00.0,109
00:00.0,109
00:00.0,93
00:00.0,171
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,93
00:00.0,7125
00:00.0,6953
00:00.0,6453
00:00.0,6343
00:00.0,6078
45:00.0,54937
45:00.0,54750
45:00.0,54609
45:00.0,54265
45:00.0,54156
45:00.0,53765
45:00.0,53640
45:00.0,53265
45:00.0,52734
45:00.0,140
45:00.0,52375
45:00.0,203
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,249
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,140
45:00.0,156
45:00.0,140
45:00.0,140
45:00.0,203
45:00.0,281
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,156
45:00.0,125
45:00.0,125
45:00.0,52156
45:00.0,51875
45:00.0,51547
45:00.0,50922
45:00.0,50609
45:00.0,50125
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,203
45:00.0,328
45:00.0,375
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,109
45:00.0,125
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,203
45:00.0,156
45:00.0,203
45:00.0,125
45:00.0,140
45:00.0,187
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,8390
45:00.0,13609
45:00.0,18265
45:00.0,18312
45:00.0,21656
45:00.0,22984
45:00.0,25171
45:00.0,27281
45:00.0,27890
45:00.0,27906
45:00.0,28281
45:00.0,28843
45:00.0,29125
45:00.0,29578
45:00.0,30453
45:00.0,31328
45:00.0,31750
45:00.0,31796
45:00.0,32078
45:00.0,32422
45:00.0,32468
45:00.0,32656
45:00.0,33187
45:00.0,35484
45:00.0,35500
45:00.0,36890
45:00.0,37125
45:00.0,37437
45:00.0,38125
45:00.0,38468
45:00.0,39265
45:00.0,40500
45:00.0,39609
45:00.0,40922
45:00.0,41312
45:00.0,42062
45:00.0,42593
45:00.0,43234
45:00.0,50031
45:00.0,49531
45:00.0,49265
45:00.0,44015
45:00.0,44859
45:00.0,45797
45:00.0,47203
45:00.0,48828
45:00.0,46765
45:00.0,48953
45:00.0,49359
45:00.0,49437
45:00.0,50344
45:00.0,50422
45:00.0,50641
45:00.0,50859
45:00.0,51406
45:00.0,51578
45:00.0,51453
45:00.0,51875
45:00.0,52078
45:00.0,52172
45:00.0,53062
45:00.0,53453
45:00.0,53703
45:00.0,54500
45:00.0,53672
45:00.0,54828
45:00.0,55766
45:00.0,56078
45:00.0,56422
45:00.0,56734
45:00.0,57500
45:00.0,57641
45:00.0,57234
45:00.0,57719
45:00.0,57828
45:00.0,58031
45:00.0,59234
45:00.0,59344
45:00.0,60156
45:00.0,48906
45:00.0,48812
45:00.0,48609
45:00.0,48390
45:00.0,47734
45:00.0,47703
45:00.0,47656
45:00.0,47234
45:00.0,47187
45:00.0,46859
45:00.0,0
45:00.0,46500
45:00.0,46375
45:00.0,45890
45:00.0,45656
45:00.0,44922
45:00.0,44656
45:00.0,44594
45:00.0,44359
45:00.0,44500
45:00.0,44078
45:00.0,43234
45:00.0,61469
45:00.0,61516
45:00.0,62844
45:00.0,63797
45:00.0,63969
45:00.0,65094
45:00.0,65469
45:00.0,65532
45:00.0,67047
45:00.0,66500
45:00.0,67282
45:00.0,67516
45:00.0,42672
45:00.0,42500
45:00.0,42328
45:00.0,41515
45:00.0,41312
45:00.0,40906
45:00.0,67563
45:00.0,67625
45:00.0,67719
45:00.0,40765
45:00.0,39937
45:00.0,39375
45:00.0,38140
45:00.0,39062
45:00.0,38250
45:00.0,37969
45:00.0,125
45:00.0,37781
45:00.0,37547
45:00.0,37187
45:00.0,35578
45:00.0,35062
45:00.0,34859
45:00.0,34547
45:00.0,34406
45:00.0,33953
45:00.0,156
45:00.0,0
45:00.0,140
45:00.0,140
45:00.0,0
45:00.0,359
45:00.0,265
45:00.0,140
45:00.0,171
45:00.0,140
45:00.0,296
45:00.0,250
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,218
45:00.0,140
45:00.0,0
45:00.0,375
45:00.0,312
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,234
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,218
45:00.0,124
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,156
45:00.0,140
45:00.0,140
45:00.0,453
45:00.0,249
45:00.0,156
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,187
45:00.0,156
45:00.0,250
45:00.0,156
45:00.0,156
45:00.0,234
45:00.0,218
45:00.0,140
45:00.0,124
45:00.0,171
45:00.0,140
45:00.0,203
45:00.0,140
45:00.0,390
45:00.0,281
45:00.0,203
45:00.0,140
45:00.0,203
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,187
45:00.0,234
45:00.0,125
45:00.0,140
45:00.0,187
45:00.0,203
45:00.0,124
45:00.0,156
45:00.0,203
45:00.0,140
45:00.0,187
45:00.0,249
45:00.0,15
45:00.0,171
45:00.0,328
45:00.0,390
45:00.0,140
45:00.0,156
45:00.0,281
45:00.0,109
45:00.0,249
45:00.0,156
45:00.0,140
45:00.0,250
45:00.0,156
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,0
45:00.0,15
45:00.0,0
45:00.0,0
45:00.0,0
45:00.0,0
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,250
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,218
45:00.0,203
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,0
45:00.0,140
45:00.0,250
45:00.0,140
45:00.0,0
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,187
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,156
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,156
45:00.0,156
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,250
45:00.0,140
45:00.0,140
45:00.0,250
45:00.0,140
45:00.0,0
45:00.0,140
45:00.0,140
45:00.0,203
45:00.0,15
45:00.0,140
45:00.0,296
45:00.0,187
45:00.0,343
45:00.0,0
45:00.0,156
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,140
45:00.0,171
45:00.0,218
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,218
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,187
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,249
45:00.0,156
45:00.0,218
45:00.0,156
45:00.0,140
45:00.0,156
45:00.0,66687
45:00.0,66125
45:00.0,65656
45:00.0,65562
45:00.0,65219
45:00.0,64891
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,64875
45:00.0,64344
45:00.0,62844
45:00.0,58922
45:00.0,56656
45:00.0,56297
45:00.0,56109
45:00.0,55937
45:00.0,55265
45:00.0,55109
45:00.0,54984
45:00.0,250
30:00.0,124
30:00.0,109
30:00.0,156
30:00.0,125
30:00.0,5531
30:00.0,203
30:00.0,312
30:00.0,359
30:00.0,125
30:00.0,140
30:00.0,140
30:00.0,125
30:00.0,125
30:00.0,109
30:00.0,109
30:00.0,124
30:00.0,125
30:00.0,140
30:00.0,125
30:00.0,109
30:00.0,109
30:00.0,125
30:00.0,124
30:00.0,124
30:00.0,109
30:00.0,109
30:00.0,109
30:00.0,187
30:00.0,125
30:00.0,125
30:00.0,109
30:00.0,124
30:00.0,109
30:00.0,125
30:00.0,140
30:00.0,124
30:00.0,109
30:00.0,125
30:00.0,125
30:00.0,140
30:00.0,125
30:00.0,125
30:00.0,125
30:00.0,203
30:00.0,125
30:00.0,124
30:00.0,124
30:00.0,124
30:00.0,125
30:00.0,171
30:00.0,109
30:00.0,109
30:00.0,109
30:00.0,109
30:00.0,125
30:00.0,125
30:00.0,78
30:00.0,125
30:00.0,140
30:00.0,140
30:00.0,124
30:00.0,156
30:00.0,109
30:00.0,124
30:00.0,109
30:00.0,109
30:00.0,125
30:00.0,93
30:00.0,93
30:00.0,109
30:00.0,109
30:00.0,109
30:00.0,124
30:00.0,109
30:00.0,109
30:00.0,109
30:00.0,124
30:00.0,109
30:00.0,125
30:00.0,124
30:00.0,125
30:00.0,109
30:00.0,125
30:00.0,109
30:00.0,125
30:00.0,109
30:00.0,124
30:00.0,124
30:00.0,124
30:00.0,125
30:00.0,125
30:00.0,109
30:00.0,124
30:00.0,125
30:00.0,109
30:00.0,125
30:00.0,187
30:00.0,109
30:00.0,140
30:00.0,109
30:00.0,109
30:00.0,109
30:00.0,109
30:00.0,125
30:00.0,109
30:00.0,109
30:00.0,109
30:00.0,249
30:00.0,109
30:00.0,109
30:00.0,125
30:00.0,93
30:00.0,93
30:00.0,93
30:00.0,78
30:00.0,93
30:00.0,93
30:00.0,93
30:00.0,93
30:00.0,0
30:00.0,109
30:00.0,78
30:00.0,125
30:00.0,125
30:00.0,124
30:00.0,93
30:00.0,93
30:00.0,140
30:00.0,140
30:00.0,124
30:00.0,125
30:00.0,125
30:00.0,109
30:00.0,124
30:00.0,124
30:00.0,171
30:00.0,140
30:00.0,93
30:00.0,140
30:00.0,93
30:00.0,187
30:00.0,109
30:00.0,109
30:00.0,187
30:00.0,124
30:00.0,93
30:00.0,140
30:00.0,109
30:00.0,125
30:00.0,93
30:00.0,93
30:00.0,93
30:00.0,93
30:00.0,140
30:00.0,187
30:00.0,187
30:00.0,0
30:00.0,62078
30:00.0,0
30:00.0,124
30:00.0,109
30:00.0,125
30:00.0,109
30:00.0,125
30:00.0,109
30:00.0,42265
30:00.0,35109
30:00.0,34328
30:00.0,31390
30:00.0,27500
30:00.0,125
30:00.0,125
30:00.0,109
30:00.0,109
30:00.0,125
30:00.0,125
30:00.0,23296
30:00.0,16078
30:00.0,10359
30:00.0,10015
30:00.0,8453
30:00.0,7500
30:00.0,6296
30:00.0,6109
30:00.0,171
30:00.0,109
30:00.0,140
30:00.0,125
30:00.0,109
30:00.0,2406
30:00.0,125
30:00.0,124
30:00.0,109
30:00.0,500
30:00.0,125
30:00.0,109
30:00.0,125
30:00.0,124
30:00.0,109
30:00.0,2578
30:00.0,4531
30:00.0,125
30:00.0,124
30:00.0,109
30:00.0,125
30:00.0,124
30:00.0,109
30:00.0,0
30:00.0,125
30:00.0,109
30:00.0,109
30:00.0,124
30:00.0,124
30:00.0,140
30:00.0,109
30:00.0,93
30:00.0,15
30:00.0,93
30:00.0,93
30:00.0,93
30:00.0,78
30:00.0,109
30:00.0,93
30:00.0,125
30:00.0,125
30:00.0,109
30:00.0,124
30:00.0,124
30:00.0,156
30:00.0,140
30:00.0,203
30:00.0,265
30:00.0,343
30:00.0,140
30:00.0,140
30:00.0,109
30:00.0,140
30:00.0,109
30:00.0,0
30:00.0,125
30:00.0,140
30:00.0,109
30:00.0,124
30:00.0,187
30:00.0,124
30:00.0,109
30:00.0,109
30:00.0,125
30:00.0,109
30:00.0,125
30:00.0,125
30:00.0,140
30:00.0,187
15:00.0,78
15:00.0,93
15:00.0,78
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,78
15:00.0,93
15:00.0,93
15:00.0,78
15:00.0,93
15:00.0,78
15:00.0,93
15:00.0,93
15:00.0,156
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,125
15:00.0,109
15:00.0,93
15:00.0,78
15:00.0,78
15:00.0,93
15:00.0,78
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,0
15:00.0,93
15:00.0,78
15:00.0,109
15:00.0,125
15:00.0,78
15:00.0,78
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,78
15:00.0,78
15:00.0,93
15:00.0,78
15:00.0,78
15:00.0,78
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,78
15:00.0,93
15:00.0,124
15:00.0,156
15:00.0,93
15:00.0,78
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,249
15:00.0,93
15:00.0,109
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,78
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,78
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,78
15:00.0,93
15:00.0,0
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,109
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,78
15:00.0,234
15:00.0,203
15:00.0,140
15:00.0,156
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,109
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,78
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,78
15:00.0,93
15:00.0,93
15:00.0,78
15:00.0,109
15:00.0,93
15:00.0,93
15:00.0,78
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,109
15:00.0,93
15:00.0,78
15:00.0,93
15:00.0,93
15:00.0,78
15:00.0,109
15:00.0,93
15:00.0,0
15:00.0,93
15:00.0,93
15:00.0,78
15:00.0,93
15:00.0,109
15:00.0,93
15:00.0,78
15:00.0,109
15:00.0,93
15:00.0,93
15:00.0,109
15:00.0,93
15:00.0,78
15:00.0,78
15:00.0,78
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,156
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,78
15:00.0,93
15:00.0,125
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,125
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,109
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,109
15:00.0,93
15:00.0,78
15:00.0,93
15:00.0,93
15:00.0,171
15:00.0,187
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,78
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,78
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,78
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,140
15:00.0,78
15:00.0,78
15:00.0,78
15:00.0,93
15:00.0,109
15:00.0,93
15:00.0,93
15:00.0,78
15:00.0,171
15:00.0,218
15:00.0,78
15:00.0,93
15:00.0,109
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,78
15:00.0,93
15:00.0,78
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,78
15:00.0,93
15:00.0,93
15:00.0,140
00:00.0,140
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,250
00:00.0,124
00:00.0,124
00:00.0,109
00:00.0,125
00:00.0,109
00:00.0,124
00:00.0,109
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,46734
00:00.0,0
00:00.0,61312
00:00.0,60969
00:00.0,59047
00:00.0,58969
00:00.0,57187
00:00.0,57609
00:00.0,56250
00:00.0,78
00:00.0,78
00:00.0,62
00:00.0,78
00:00.0,62
00:00.0,62
00:00.0,62
00:00.0,78
00:00.0,93
00:00.0,78
00:00.0,78
00:00.0,78
00:00.0,78
00:00.0,78
00:00.0,203
00:00.0,62
00:00.0,78
00:00.0,93
00:00.0,78
00:00.0,62
00:00.0,78
00:00.0,0
00:00.0,78
00:00.0,78
00:00.0,78
00:00.0,93
00:00.0,93
00:00.0,93
00:00.0,93
00:00.0,78
00:00.0,78
00:00.0,78
00:00.0,93
00:00.0,78
00:00.0,78
00:00.0,124
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,125
00:00.0,203
00:00.0,140
00:00.0,55000
00:00.0,54719
00:00.0,52453
00:00.0,50890
00:00.0,50500
00:00.0,47734
00:00.0,43765
00:00.0,40953
00:00.0,40515
00:00.0,37140
00:00.0,37109
00:00.0,37031
00:00.0,35531
00:00.0,35234
00:00.0,33734
00:00.0,33109
00:00.0,30484
00:00.0,30265
00:00.0,93
00:00.0,93
00:00.0,78
00:00.0,93
00:00.0,78
00:00.0,93
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,109
00:00.0,124
00:00.0,109
00:00.0,124
00:00.0,187
00:00.0,93
00:00.0,78
00:00.0,78
00:00.0,203
00:00.0,78
00:00.0,78
00:00.0,78
00:00.0,93
00:00.0,78
00:00.0,93
00:00.0,78
00:00.0,78
00:00.0,78
00:00.0,171
00:00.0,140
00:00.0,140
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,93
00:00.0,93
00:00.0,93
00:00.0,93
00:00.0,78
00:00.0,78
00:00.0,78
00:00.0,109
00:00.0,62
00:00.0,62
00:00.0,78
00:00.0,109
00:00.0,93
00:00.0,78
00:00.0,78
00:00.0,78
00:00.0,93
00:00.0,78
00:00.0,93
00:00.0,78
00:00.0,62
00:00.0,78
00:00.0,78
00:00.0,78
00:00.0,78
00:00.0,93
00:00.0,78
00:00.0,109
00:00.0,124
00:00.0,124
00:00.0,124
00:00.0,109
00:00.0,124
45:00.0,38547
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,109
45:00.0,156
45:00.0,124
45:00.0,140
45:00.0,109
45:00.0,125
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,109
45:00.0,109
45:00.0,109
45:00.0,125
45:00.0,25812
45:00.0,125
45:00.0,124
45:00.0,125
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,109
45:00.0,140
45:00.0,250
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,124
45:00.0,125
45:00.0,125
45:00.0,109
45:00.0,140
45:00.0,124
45:00.0,109
45:00.0,124
45:00.0,125
45:00.0,125
45:00.0,125
45:00.0,109
45:00.0,140
45:00.0,124
45:00.0,125
45:00.0,109
45:00.0,124
45:00.0,125
45:00.0,124
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,124
45:00.0,109
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,109
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,109
45:00.0,125
45:00.0,109
45:00.0,109
45:00.0,109
45:00.0,249
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,125
45:00.0,125
45:00.0,124
45:00.0,203
45:00.0,265
45:00.0,124
45:00.0,125
45:00.0,125
45:00.0,124
45:00.0,109
45:00.0,124
45:00.0,171
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,124
45:00.0,124
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,125
45:00.0,52515
45:00.0,50469
45:00.0,49812
45:00.0,171
45:00.0,49578
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,47172
45:00.0,46234
45:00.0,45922
45:00.0,140
45:00.0,109
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,125
45:00.0,124
45:00.0,125
45:00.0,124
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,44922
45:00.0,125
45:00.0,125
45:00.0,234
45:00.0,125
45:00.0,124
45:00.0,124
45:00.0,42328
45:00.0,41125
45:00.0,140
45:00.0,36812
45:00.0,36390
45:00.0,26515
45:00.0,16484
45:00.0,16328
45:00.0,12937
45:00.0,11250
45:00.0,8140
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,125
45:00.0,109
45:00.0,109
45:00.0,125
45:00.0,109
45:00.0,125
30:00.0,140
30:00.0,124
30:00.0,140
30:00.0,125
30:00.0,124
30:00.0,9375
30:00.0,125
30:00.0,125
30:00.0,109
30:00.0,125
30:00.0,109
30:00.0,124
30:00.0,109
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,124
30:00.0,125
30:00.0,124
30:00.0,140
30:00.0,250
30:00.0,140
30:00.0,124
30:00.0,140
30:00.0,140
30:00.0,124
30:00.0,125
30:00.0,125
30:00.0,125
30:00.0,125
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,265
30:00.0,125
30:00.0,124
30:00.0,140
30:00.0,125
30:00.0,140
30:00.0,140
30:00.0,125
30:00.0,109
30:00.0,124
30:00.0,171
30:00.0,234
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,125
30:00.0,125
30:00.0,124
30:00.0,218
30:00.0,124
30:00.0,140
30:00.0,140
30:00.0,125
30:00.0,124
30:00.0,125
30:00.0,109
30:00.0,109
30:00.0,140
30:00.0,109
30:00.0,125
30:00.0,249
30:00.0,140
30:00.0,109
30:00.0,125
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,125
