PreciseTimeStamp,e2EDurationInMilliseconds
15:00.0,124
15:00.0,124
15:00.0,125
15:00.0,125
15:00.0,140
15:00.0,140
15:00.0,124
15:00.0,125
15:00.0,140
15:00.0,124
15:00.0,125
15:00.0,140
15:00.0,156
15:00.0,124
15:00.0,140
15:00.0,124
15:00.0,124
15:00.0,125
15:00.0,140
15:00.0,140
15:00.0,140
15:00.0,250
15:00.0,140
15:00.0,140
15:00.0,140
15:00.0,125
15:00.0,171
15:00.0,218
15:00.0,140
15:00.0,140
15:00.0,124
15:00.0,156
15:00.0,125
15:00.0,109
15:00.0,124
15:00.0,124
15:00.0,125
15:00.0,124
15:00.0,140
15:00.0,109
15:00.0,156
15:00.0,125
15:00.0,125
15:00.0,124
15:00.0,124
15:00.0,140
15:00.0,124
15:00.0,124
15:00.0,125
15:00.0,125
15:00.0,156
15:00.0,124
15:00.0,140
15:00.0,125
15:00.0,124
15:00.0,109
15:00.0,140
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,124
15:00.0,125
15:00.0,124
15:00.0,140
15:00.0,140
15:00.0,140
15:00.0,140
15:00.0,124
15:00.0,125
15:00.0,125
15:00.0,124
15:00.0,140
15:00.0,125
15:00.0,124
15:00.0,124
15:00.0,140
15:00.0,125
15:00.0,124
15:00.0,124
15:00.0,124
15:00.0,124
15:00.0,124
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,124
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,125
00:00.0,61937
00:00.0,109
00:00.0,140
00:00.0,125
00:00.0,125
00:00.0,109
00:00.0,124
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,687
00:00.0,109
00:00.0,124
00:00.0,109
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,124
00:00.0,109
00:00.0,124
00:00.0,124
00:00.0,109
00:00.0,125
00:00.0,124
00:00.0,140
00:00.0,109
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,125
00:00.0,124
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,109
00:00.0,109
00:00.0,32500
00:00.0,30547
00:00.0,23640
00:00.0,18234
00:00.0,21859
00:00.0,109
00:00.0,109
00:00.0,16156
00:00.0,218
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,53750
00:00.0,140
00:00.0,125
00:00.0,124
00:00.0,140
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,55765
00:00.0,125
00:00.0,109
00:00.0,124
00:00.0,109
00:00.0,140
00:00.0,125
00:00.0,140
00:00.0,49765
00:00.0,124
00:00.0,125
00:00.0,109
00:00.0,125
00:00.0,125
00:00.0,109
00:00.0,124
00:00.0,125
00:00.0,33703
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,171
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,156
00:00.0,109
00:00.0,109
00:00.0,125
00:00.0,109
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,140
00:00.0,109
00:00.0,124
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,33297
00:00.0,125
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,109
45:00.0,124
45:00.0,125
45:00.0,140
45:00.0,109
45:00.0,125
45:00.0,124
45:00.0,109
45:00.0,125
45:00.0,156
45:00.0,109
45:00.0,109
45:00.0,109
45:00.0,124
45:00.0,156
45:00.0,124
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,124
45:00.0,125
45:00.0,125
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,218
45:00.0,156
45:00.0,140
45:00.0,156
45:00.0,140
45:00.0,265
45:00.0,171
45:00.0,156
45:00.0,187
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,249
45:00.0,187
45:00.0,234
45:00.0,171
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,156
45:00.0,156
45:00.0,140
45:00.0,156
45:00.0,156
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,156
45:00.0,140
45:00.0,187
45:00.0,125
45:00.0,125
45:00.0,124
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,171
45:00.0,140
45:00.0,171
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,156
45:00.0,171
45:00.0,218
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,30312
45:00.0,30750
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,125
45:00.0,125
45:00.0,109
45:00.0,109
45:00.0,140
45:00.0,34125
45:00.0,33875
45:00.0,34640
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,35609
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,35640
45:00.0,36515
45:00.0,37203
45:00.0,156
45:00.0,140
45:00.0,156
45:00.0,156
45:00.0,156
45:00.0,156
45:00.0,156
45:00.0,249
45:00.0,156
45:00.0,140
45:00.0,156
45:00.0,156
45:00.0,140
45:00.0,140
45:00.0,171
45:00.0,156
45:00.0,156
45:00.0,156
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,296
45:00.0,156
45:00.0,250
45:00.0,38218
45:00.0,38343
45:00.0,38781
45:00.0,38922
45:00.0,40500
45:00.0,46047
45:00.0,44515
45:00.0,124
45:00.0,47797
45:00.0,47969
45:00.0,48922
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,109
45:00.0,125
45:00.0,124
45:00.0,109
45:00.0,49703
45:00.0,51125
45:00.0,55000
45:00.0,54125
45:00.0,59828
45:00.0,61015
45:00.0,61437
45:00.0,62547
45:00.0,63062
45:00.0,66375
45:00.0,67437
45:00.0,140
45:00.0,156
45:00.0,140
45:00.0,140
45:00.0,109
45:00.0,109
45:00.0,124
45:00.0,125
45:00.0,124
45:00.0,109
45:00.0,124
45:00.0,109
45:00.0,156
45:00.0,140
45:00.0,156
45:00.0,2031
45:00.0,140
45:00.0,156
45:00.0,140
45:00.0,156
45:00.0,187
45:00.0,156
45:00.0,140
45:00.0,171
45:00.0,140
45:00.0,140
45:00.0,281
45:00.0,140
45:00.0,171
45:00.0,156
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,203
45:00.0,171
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,156
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,234
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,156
45:00.0,156
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,125
45:00.0,125
45:00.0,124
45:00.0,125
45:00.0,124
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,218
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,125
45:00.0,124
45:00.0,124
30:00.0,124
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,156
30:00.0,140
30:00.0,296
30:00.0,140
30:00.0,124
30:00.0,124
30:00.0,187
30:00.0,125
30:00.0,125
30:00.0,140
30:00.0,187
30:00.0,125
30:00.0,109
30:00.0,109
30:00.0,124
30:00.0,124
30:00.0,156
30:00.0,171
30:00.0,140
30:00.0,140
30:00.0,171
30:00.0,172
30:00.0,140
30:00.0,140
30:00.0,203
30:00.0,125
30:00.0,156
30:00.0,124
30:00.0,140
30:00.0,124
30:00.0,140
30:00.0,203
30:00.0,140
30:00.0,343
30:00.0,359
30:00.0,156
30:00.0,125
30:00.0,125
30:00.0,109
30:00.0,140
30:00.0,15
30:00.0,125
30:00.0,124
30:00.0,218
30:00.0,156
30:00.0,124
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,203
30:00.0,140
30:00.0,140
30:00.0,265
30:00.0,140
30:00.0,140
30:00.0,187
30:00.0,140
30:00.0,187
30:00.0,171
30:00.0,140
30:00.0,171
30:00.0,156
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,187
30:00.0,125
30:00.0,124
30:00.0,124
30:00.0,140
30:00.0,156
30:00.0,140
30:00.0,125
30:00.0,140
30:00.0,203
30:00.0,124
30:00.0,125
30:00.0,140
30:00.0,124
30:00.0,125
30:00.0,125
30:00.0,125
30:00.0,171
30:00.0,140
30:00.0,140
30:00.0,125
30:00.0,156
30:00.0,171
30:00.0,328
30:00.0,343
30:00.0,156
30:00.0,140
30:00.0,140
30:00.0,156
30:00.0,109
30:00.0,124
30:00.0,140
30:00.0,140
30:00.0,156
30:00.0,140
30:00.0,109
30:00.0,125
30:00.0,109
30:00.0,124
30:00.0,125
30:00.0,140
30:00.0,125
30:00.0,140
30:00.0,109
30:00.0,156
30:00.0,140
30:00.0,140
30:00.0,124
30:00.0,156
30:00.0,125
30:00.0,124
30:00.0,124
30:00.0,140
30:00.0,125
30:00.0,124
30:00.0,125
30:00.0,140
30:00.0,140
30:00.0,125
30:00.0,499
30:00.0,140
30:00.0,218
30:00.0,203
30:00.0,156
30:00.0,265
30:00.0,140
30:00.0,124
30:00.0,156
30:00.0,140
30:00.0,125
30:00.0,140
30:00.0,125
30:00.0,156
30:00.0,140
30:00.0,140
30:00.0,156
30:00.0,156
30:00.0,171
30:00.0,125
30:00.0,140
30:00.0,218
30:00.0,125
30:00.0,125
30:00.0,125
30:00.0,156
30:00.0,140
30:00.0,140
30:00.0,109
30:00.0,0
30:00.0,140
30:00.0,140
30:00.0,125
30:00.0,124
30:00.0,124
30:00.0,124
30:00.0,250
30:00.0,171
30:00.0,125
30:00.0,140
30:00.0,125
30:00.0,140
30:00.0,281
30:00.0,171
30:00.0,140
30:00.0,140
30:00.0,125
30:00.0,265
30:00.0,140
30:00.0,140
30:00.0,249
30:00.0,156
30:00.0,140
30:00.0,171
30:00.0,140
30:00.0,171
30:00.0,140
30:00.0,140
30:00.0,156
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,156
30:00.0,156
30:00.0,140
30:00.0,124
30:00.0,125
30:00.0,265
30:00.0,140
30:00.0,156
30:00.0,140
30:00.0,124
30:00.0,140
30:00.0,250
30:00.0,203
30:00.0,140
30:00.0,156
30:00.0,140
30:00.0,125
30:00.0,140
30:00.0,124
30:00.0,140
30:00.0,140
30:00.0,171
30:00.0,140
30:00.0,171
30:00.0,140
30:00.0,140
30:00.0,125
30:00.0,140
30:00.0,125
30:00.0,140
30:00.0,156
30:00.0,140
30:00.0,234
30:00.0,281
30:00.0,140
30:00.0,140
30:00.0,125
30:00.0,124
30:00.0,156
30:00.0,140
30:00.0,203
30:00.0,156
30:00.0,125
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,187
30:00.0,156
30:00.0,124
30:00.0,140
30:00.0,125
30:00.0,124
30:00.0,140
30:00.0,125
30:00.0,328
30:00.0,171
30:00.0,140
30:00.0,187
30:00.0,140
30:00.0,125
30:00.0,140
30:00.0,218
30:00.0,125
30:00.0,234
30:00.0,187
30:00.0,125
30:00.0,124
30:00.0,140
30:00.0,140
15:00.0,38359
15:00.0,38047
15:00.0,37484
15:00.0,35343
15:00.0,33156
15:00.0,32656
15:00.0,31562
15:00.0,30500
15:00.0,30422
15:00.0,30406
15:00.0,28187
15:00.0,27672
15:00.0,26968
15:00.0,27047
15:00.0,25453
15:00.0,25109
15:00.0,24468
15:00.0,22343
15:00.0,20531
15:00.0,15468
15:00.0,14656
15:00.0,5781
15:00.0,5218
15:00.0,3500
15:00.0,140
15:00.0,124
15:00.0,140
15:00.0,124
15:00.0,140
15:00.0,140
15:00.0,124
15:00.0,125
15:00.0,125
15:00.0,140
15:00.0,125
15:00.0,124
15:00.0,124
15:00.0,140
15:00.0,140
15:00.0,187
15:00.0,93
15:00.0,109
15:00.0,93
15:00.0,109
15:00.0,93
15:00.0,93
15:00.0,109
15:00.0,109
15:00.0,93
15:00.0,93
15:00.0,109
15:00.0,187
15:00.0,125
15:00.0,156
15:00.0,23531
15:00.0,203
15:00.0,140
15:00.0,124
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,124
15:00.0,125
15:00.0,125
15:00.0,156
15:00.0,124
15:00.0,140
15:00.0,125
15:00.0,124
15:00.0,140
15:00.0,124
15:00.0,234
15:00.0,109
15:00.0,109
15:00.0,125
15:00.0,140
15:00.0,140
15:00.0,125
15:00.0,109
15:00.0,125
15:00.0,124
15:00.0,156
15:00.0,140
15:00.0,109
15:00.0,124
15:00.0,125
15:00.0,124
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,109
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,109
15:00.0,171
15:00.0,156
15:00.0,187
15:00.0,125
15:00.0,124
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,125
15:00.0,140
15:00.0,125
15:00.0,124
15:00.0,265
15:00.0,203
15:00.0,140
15:00.0,109
15:00.0,140
15:00.0,140
15:00.0,156
15:00.0,140
15:00.0,125
15:00.0,125
15:00.0,109
15:00.0,124
15:00.0,140
15:00.0,109
15:00.0,125
15:00.0,124
15:00.0,109
15:00.0,125
15:00.0,124
15:00.0,93
15:00.0,109
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,109
15:00.0,93
15:00.0,70953
15:00.0,70625
15:00.0,70344
15:00.0,70281
15:00.0,70125
15:00.0,69359
15:00.0,64953
15:00.0,64344
15:00.0,63719
15:00.0,63578
15:00.0,63328
15:00.0,62031
15:00.0,61297
15:00.0,124
15:00.0,109
15:00.0,156
15:00.0,140
15:00.0,124
15:00.0,140
15:00.0,58125
15:00.0,56187
15:00.0,52390
15:00.0,109
15:00.0,125
15:00.0,171
15:00.0,265
15:00.0,125
15:00.0,52156
15:00.0,51812
15:00.0,51047
15:00.0,124
15:00.0,140
15:00.0,109
15:00.0,125
15:00.0,124
15:00.0,250
15:00.0,140
15:00.0,124
15:00.0,124
15:00.0,203
15:00.0,50562
15:00.0,49234
15:00.0,48000
15:00.0,47594
15:00.0,45140
15:00.0,45297
15:00.0,44969
15:00.0,42656
15:00.0,124
15:00.0,156
15:00.0,124
15:00.0,156
15:00.0,0
15:00.0,124
15:00.0,125
15:00.0,140
15:00.0,140
15:00.0,140
15:00.0,124
15:00.0,124
15:00.0,124
15:00.0,41984
15:00.0,124
15:00.0,140
15:00.0,125
15:00.0,140
15:00.0,124
15:00.0,140
15:00.0,140
15:00.0,124
15:00.0,125
15:00.0,218
15:00.0,140
15:00.0,124
15:00.0,124
15:00.0,125
15:00.0,124
15:00.0,125
15:00.0,109
15:00.0,109
15:00.0,41625
15:00.0,41344
15:00.0,140
15:00.0,140
15:00.0,40593
15:00.0,39984
15:00.0,39359
15:00.0,140
15:00.0,125
15:00.0,140
15:00.0,140
15:00.0,140
00:00.0,250
00:00.0,93
00:00.0,78
00:00.0,78
00:00.0,93
00:00.0,109
00:00.0,93
00:00.0,78
00:00.0,93
00:00.0,62
00:00.0,62
00:00.0,78
00:00.0,109
00:00.0,109
00:00.0,78
00:00.0,93
00:00.0,109
00:00.0,125
00:00.0,109
00:00.0,93
00:00.0,109
00:00.0,93
00:00.0,93
00:00.0,171
00:00.0,78
00:00.0,93
00:00.0,56983
00:00.0,52514
00:00.0,93
00:00.0,93
00:00.0,78
00:00.0,62
00:00.0,93
00:00.0,93
00:00.0,45670
00:00.0,59389
00:00.0,62
00:00.0,78
00:00.0,78
00:00.0,93
00:00.0,78
00:00.0,93
00:00.0,63623
00:00.0,62
00:00.0,78
00:00.0,93
00:00.0,78
00:00.0,109
00:00.0,93
00:00.0,93
00:00.0,109
00:00.0,93
00:00.0,78
00:00.0,78
00:00.0,93
00:00.0,78
00:00.0,78
00:00.0,57420
00:00.0,78
00:00.0,93
00:00.0,93
00:00.0,93
00:00.0,93
00:00.0,93
00:00.0,93
00:00.0,62
00:00.0,78
00:00.0,78
00:00.0,78
00:00.0,125
00:00.0,78
00:00.0,156
00:00.0,125
00:00.0,140
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,78
00:00.0,78
00:00.0,93
00:00.0,109
00:00.0,93
00:00.0,78
00:00.0,218
00:00.0,0
00:00.0,78
00:00.0,11764
00:00.0,15420
00:00.0,52358
00:00.0,50561
00:00.0,93
00:00.0,78
00:00.0,16983
00:00.0,26983
00:00.0,22936
00:00.0,33451
00:00.0,34436
00:00.0,47686
00:00.0,46592
00:00.0,78
00:00.0,93
00:00.0,34576
00:00.0,38139
00:00.0,38905
00:00.0,40420
00:00.0,42108
00:00.0,45108
00:00.0,78
00:00.0,62
00:00.0,125
00:00.0,78
00:00.0,93
00:00.0,93
00:00.0,93
00:00.0,78
00:00.0,78
00:00.0,78
00:00.0,93
00:00.0,140
00:00.0,109
00:00.0,78
00:00.0,78
00:00.0,93
00:00.0,93
00:00.0,93
00:00.0,62
00:00.0,62
00:00.0,78
00:00.0,62
00:00.0,93
00:00.0,78
00:00.0,78
00:00.0,78
00:00.0,78
00:00.0,78
00:00.0,78
00:00.0,78
00:00.0,93
00:00.0,93
00:00.0,78
00:00.0,78
00:00.0,78
00:00.0,78
00:00.0,78
00:00.0,93
00:00.0,93
00:00.0,93
00:00.0,93
00:00.0,93
45:00.0,109
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,78
45:00.0,93
45:00.0,124
45:00.0,93
45:00.0,78
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,234
45:00.0,93
45:00.0,93
45:00.0,109
45:00.0,93
45:00.0,78
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,171
45:00.0,93
45:00.0,93
45:00.0,78
45:00.0,78
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,109
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,265
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,78
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,156
45:00.0,109
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,109
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,109
45:00.0,93
45:00.0,109
45:00.0,93
45:00.0,93
45:00.0,78
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,109
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,109
45:00.0,125
45:00.0,93
45:00.0,203
45:00.0,93
45:00.0,93
45:00.0,109
45:00.0,78
45:00.0,78
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,78
45:00.0,78
45:00.0,78
45:00.0,140
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,93
45:00.0,187
45:00.0,109
30:00.0,47844
30:00.0,43719
30:00.0,43453
30:00.0,78
30:00.0,265
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,93
30:00.0,78
30:00.0,62
30:00.0,78
30:00.0,78
30:00.0,57687
30:00.0,55937
30:00.0,55281
30:00.0,62
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,49547
30:00.0,156
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,93
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,140
30:00.0,78
30:00.0,78
30:00.0,62
30:00.0,93
30:00.0,78
30:00.0,119688
30:00.0,78
30:00.0,93
30:00.0,122360
30:00.0,78
30:00.0,122657
30:00.0,122938
30:00.0,125407
30:00.0,130735
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,93
30:00.0,78
30:00.0,190922
30:00.0,186641
30:00.0,93
30:00.0,78
30:00.0,78
30:00.0,15
30:00.0,93
30:00.0,93
30:00.0,93
30:00.0,93
30:00.0,93
30:00.0,0
30:00.0,93
30:00.0,93
30:00.0,93
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,93
30:00.0,156
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,124
30:00.0,78
30:00.0,93
30:00.0,78
30:00.0,109
30:00.0,140
30:00.0,78
30:00.0,78
30:00.0,183626
30:00.0,0
30:00.0,109
30:00.0,78
30:00.0,78
30:00.0,93
30:00.0,78
30:00.0,93
30:00.0,78
30:00.0,93
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,62
30:00.0,78
30:00.0,62
30:00.0,62
30:00.0,93
30:00.0,109
30:00.0,93
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,119610
30:00.0,57719
30:00.0,78
30:00.0,93
30:00.0,78
30:00.0,78
30:00.0,57094
30:00.0,62
30:00.0,78
30:00.0,93
30:00.0,0
30:00.0,78
30:00.0,78
30:00.0,42640
30:00.0,42484
30:00.0,40156
30:00.0,39890
30:00.0,39015
30:00.0,38359
30:00.0,38640
30:00.0,37187
30:00.0,36812
30:00.0,34140
30:00.0,131907
30:00.0,78
30:00.0,93
30:00.0,78
30:00.0,78
30:00.0,93
30:00.0,78
30:00.0,93
30:00.0,93
30:00.0,33672
30:00.0,32515
30:00.0,187
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,249
30:00.0,93
30:00.0,93
30:00.0,78
30:00.0,93
30:00.0,78
30:00.0,93
30:00.0,93
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,93
30:00.0,93
30:00.0,93
30:00.0,93
30:00.0,93
30:00.0,78
30:00.0,93
30:00.0,125
30:00.0,78
30:00.0,78
30:00.0,93
30:00.0,93
30:00.0,93
30:00.0,156
30:00.0,93
30:00.0,93
30:00.0,78
30:00.0,62
30:00.0,93
30:00.0,93
30:00.0,78
30:00.0,62
30:00.0,78
30:00.0,78
30:00.0,140
30:00.0,93
30:00.0,78
30:00.0,93
30:00.0,78
30:00.0,93
30:00.0,78
30:00.0,78
30:00.0,93
30:00.0,93
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,93
30:00.0,0
30:00.0,78
30:00.0,93
30:00.0,93
30:00.0,78
30:00.0,93
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,140
30:00.0,187
30:00.0,140
30:00.0,93
30:00.0,125
30:00.0,78
30:00.0,78
30:00.0,62
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,93
30:00.0,0
30:00.0,93
30:00.0,93
30:00.0,93
30:00.0,93
30:00.0,93
30:00.0,249
30:00.0,93
30:00.0,94
30:00.0,93
30:00.0,93
30:00.0,78
30:00.0,93
30:00.0,93
30:00.0,78
30:00.0,93
30:00.0,93
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,0
30:00.0,156
30:00.0,187
30:00.0,78
30:00.0,93
30:00.0,109
30:00.0,78
30:00.0,78
30:00.0,93
30:00.0,78
30:00.0,93
30:00.0,93
30:00.0,78
30:00.0,78
30:00.0,93
30:00.0,93
30:00.0,78
30:00.0,78
30:00.0,78
30:00.0,93
30:00.0,93
30:00.0,78
30:00.0,93
30:00.0,93
30:00.0,78
30:00.0,109
30:00.0,171
30:00.0,109
30:00.0,78
30:00.0,93
30:00.0,78
30:00.0,93
30:00.0,49031
30:00.0,48672
30:00.0,78
30:00.0,78
30:00.0,78
15:00.0,109
15:00.0,109
15:00.0,250
15:00.0,109
15:00.0,109
15:00.0,171
15:00.0,109
15:00.0,93
15:00.0,125
15:00.0,109
15:00.0,140
15:00.0,109
15:00.0,109
15:00.0,0
15:00.0,109
15:00.0,93
15:00.0,109
15:00.0,109
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,109
15:00.0,93
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,93
15:00.0,93
15:00.0,109
15:00.0,109
15:00.0,171
15:00.0,124
15:00.0,78
15:00.0,109
15:00.0,109
15:00.0,93
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,93
15:00.0,109
15:00.0,93
15:00.0,140
15:00.0,109
15:00.0,109
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,109
15:00.0,109
15:00.0,93
15:00.0,109
15:00.0,93
15:00.0,109
15:00.0,109
15:00.0,93
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,93
15:00.0,156
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,93
15:00.0,109
15:00.0,93
15:00.0,125
15:00.0,109
15:00.0,78
15:00.0,78
15:00.0,109
15:00.0,93
15:00.0,109
15:00.0,109
15:00.0,93
15:00.0,93
15:00.0,93
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,0
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,93
15:00.0,93
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,93
15:00.0,125
15:00.0,171
15:00.0,15
15:00.0,109
15:00.0,109
15:00.0,0
15:00.0,109
15:00.0,140
15:00.0,78
15:00.0,109
15:00.0,125
15:00.0,109
15:00.0,109
15:00.0,93
15:00.0,156
15:00.0,15
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,0
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,93
15:00.0,93
15:00.0,78
15:00.0,109
15:00.0,187
15:00.0,0
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,125
15:00.0,171
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,93
15:00.0,78
15:00.0,109
15:00.0,93
15:00.0,109
15:00.0,93
15:00.0,109
15:00.0,93
15:00.0,78
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,77
15:00.0,93
15:00.0,109
15:00.0,93
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,93
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,78
